relative_path,sha256_src,sha256_copy,match
outputs/router_phase23_midnet_arm_full_tiny_b64_v1/stats.json,92681a67e0fabd68c783f999e33e9304a4e0612c940f1301a26479f63be73ade,92681a67e0fabd68c783f999e33e9304a4e0612c940f1301a26479f63be73ade,True
reports/router_phase23_midnet_arm_full_tiny_b64_v1.md,022c5bc009421f954210bac74489ea2e2d95b0486c9f470cddff0f281d5536ec,022c5bc009421f954210bac74489ea2e2d95b0486c9f470cddff0f281d5536ec,True
outputs/router_phase23_portfolio_v1/stats.json,045576568f7a98b3857de5b73b104d01189ae1fd3db78ecc09a39a7be22bf95b,045576568f7a98b3857de5b73b104d01189ae1fd3db78ecc09a39a7be22bf95b,True
reports/router_phase23_portfolio_v1.md,cde3127f26cc36f3aecb53e625e96dcdfe047675fe11d5546fb43c9899ad289b,cde3127f26cc36f3aecb53e625e96dcdfe047675fe11d5546fb43c9899ad289b,True
paper/tables_router_v7/table_phase23_portfolio.csv,e9e57498b7a54012b285a5f1155f383670131cec71ae5fc8620ae64f07532489,e9e57498b7a54012b285a5f1155f383670131cec71ae5fc8620ae64f07532489,True
paper/figures_router_v7/fig_portfolio_tradeoff.svg,0c3adb1e2f2029bdc397f8ab9c53f30f7db398034277cf07812f0032def60fe1,0c3adb1e2f2029bdc397f8ab9c53f30f7db398034277cf07812f0032def60fe1,True
outputs/router_phase24_theory_v3/stats.json,faff5b89b7643c89562de7da2946e33a43b1f37c027fecfa46e517040e33012d,faff5b89b7643c89562de7da2946e33a43b1f37c027fecfa46e517040e33012d,True
outputs/router_phase24_theory_v3/seed_checks.csv,59581b8bc89567d885ed91b27f696130d279d09994776aab27f8992b23e46457,59581b8bc89567d885ed91b27f696130d279d09994776aab27f8992b23e46457,True
outputs/router_phase24_theory_v3/shift_bounds.csv,ca4fcb2ff08e613790810faeb34896b00bb9290538cd3e0ceb8c862307bb9853,ca4fcb2ff08e613790810faeb34896b00bb9290538cd3e0ceb8c862307bb9853,True
outputs/router_phase24_theory_v3/probe_monotone.csv,5953e3e91536c6e33faccb36e2881a4fe5d286c8357d0913a39378196753b999,5953e3e91536c6e33faccb36e2881a4fe5d286c8357d0913a39378196753b999,True
reports/router_phase24_theory_v3.md,9c8127269ec6e389a016c6a9b4dc43871b367a71842a2cf657600cfaabede1ab,9c8127269ec6e389a016c6a9b4dc43871b367a71842a2cf657600cfaabede1ab,True
outputs/router_phase25_generalization_v1/stats.json,778afc75b74d871ecbf02d4c2ca704879a7a2f7cf4ea6707f3252ed5de52f344,778afc75b74d871ecbf02d4c2ca704879a7a2f7cf4ea6707f3252ed5de52f344,True
outputs/router_phase25_generalization_v1/settings/mp/stats.json,bc349d01ce04ed0d23edb7becbe10f1d9265df113f6e54b99ac51d9308d401dd,bc349d01ce04ed0d23edb7becbe10f1d9265df113f6e54b99ac51d9308d401dd,True
outputs/router_phase25_generalization_v1/settings/csm/stats.json,2b336344def78fdbe9e42d9b9e297cdce6e60ca268b8f43da226e9f692ca3ffd,2b336344def78fdbe9e42d9b9e297cdce6e60ca268b8f43da226e9f692ca3ffd,True
reports/router_phase25_generalization_v1.md,400e76dab5f38eb5b577f8a6cd69fd4e12f4a8eca428b078adf56dbe552575cf,400e76dab5f38eb5b577f8a6cd69fd4e12f4a8eca428b078adf56dbe552575cf,True
paper/figures_router_v7/fig_generalization_mp.svg,48e1fc8f0cefc26c4880e99f8109ffcad4cf06be13182c14b8fd75d400a81228,48e1fc8f0cefc26c4880e99f8109ffcad4cf06be13182c14b8fd75d400a81228,True
paper/figures_router_v7/fig_generalization_csm.svg,2e35d9e8f48af79c855cdcf936a7fb338fa2ab1c2ef293a9187a45d006470607,2e35d9e8f48af79c855cdcf936a7fb338fa2ab1c2ef293a9187a45d006470607,True
paper/tables_router_v3/table_phase13_external_sota_summary.csv,a5b11310c0fdf7a7f8468aceade6af552fbfb7a3939230459f90770342114145,a5b11310c0fdf7a7f8468aceade6af552fbfb7a3939230459f90770342114145,True
